ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11937407,JC566358,2019-12-31 11:00:00,010XX N PULASKI RD,0810,THEFT,OVER $500,APARTMENT,False,False,1112,11.0,37.0,23.0,06,1149532.0,1906612.0,2019,01/07/2020 03:52:21 PM,41.899663196,-87.72621436899999,"(41.899663196, -87.726214369)"
11937926,JC566955,2019-12-31 21:07:00,013XX S MICHIGAN AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,False,False,131,1.0,3.0,33.0,11,1177434.0,1894309.0,2019,01/07/2020 03:52:21 PM,41.865315536,-87.62410436299999,"(41.865315536, -87.624104363)"
11937505,JC566495,2019-12-31 11:30:00,011XX W GRANVILLE AVE,0810,THEFT,OVER $500,CTA TRAIN,False,False,2433,24.0,48.0,77.0,06,1167543.0,1941332.0,2019,01/07/2020 03:52:21 PM,41.994567578,-87.65905678,"(41.994567578, -87.65905678)"
11937341,JC566140,2019-12-31 06:23:00,007XX E 47TH ST,0330,ROBBERY,AGGRAVATED,RESTAURANT,False,False,223,2.0,4.0,38.0,03,1182140.0,1874015.0,2019,01/07/2020 03:52:21 PM,41.809519486999996,-87.60745830799999,"(41.809519487, -87.607458308)"
11938411,JD100444,2019-12-31 18:00:00,011XX N KOSTNER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1111,11.0,37.0,23.0,07,1146837.0,1907072.0,2019,01/07/2020 03:52:21 PM,41.900977393000005,-87.736101441,"(41.900977393, -87.736101441)"
11937801,JC566906,2019-12-31 18:00:00,015XX W JARVIS AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,2423,24.0,49.0,1.0,26,1164769.0,1949132.0,2019,01/07/2020 03:52:21 PM,42.016030425,-87.66903815,"(42.016030425, -87.66903815)"
11937856,JC566757,2019-12-31 17:13:00,013XX S CANAL ST,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False,124,1.0,11.0,28.0,08B,1173336.0,1893976.0,2019,01/07/2020 03:52:21 PM,41.864493678,-87.639158,"(41.864493678, -87.639158)"
11939325,JD101359,2019-12-31 16:00:00,037XX N MONTICELLO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1732,17.0,45.0,16.0,14,1151392.0,1924661.0,2019,01/07/2020 03:52:21 PM,41.949154891999996,-87.71890751299999,"(41.949154892, -87.718907513)"
11937726,JC566723,2019-12-31 13:54:00,001XX N STATE ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,DEPARTMENT STORE,True,False,111,1.0,42.0,32.0,08B,1176352.0,1900927.0,2019,01/07/2020 03:52:21 PM,41.883500186999996,-87.627876698,"(41.883500187, -87.627876698)"
11937897,JC566944,2019-12-31 19:50:00,048XX N SPAULDING AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE,False,False,1713,17.0,33.0,14.0,26,1153507.0,1931954.0,2019,01/07/2020 03:52:21 PM,41.969125495,-87.71093835200001,"(41.969125495, -87.710938352)"
11938474,JC566538,2019-12-31 13:00:00,111XX S MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,531,5.0,9.0,49.0,06,1178795.0,1830956.0,2019,01/07/2020 03:52:21 PM,41.69143751,-87.621034563,"(41.69143751, -87.621034563)"
11938116,JD100110,2019-12-31 17:00:00,002XX E OHIO ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,1834,18.0,42.0,8.0,06,1178051.0,1904249.0,2019,01/07/2020 03:52:21 PM,41.892577426,-87.621536731,"(41.892577426, -87.621536731)"
11937420,JC566371,2019-12-31 11:15:00,032XX W 85TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,834,8.0,18.0,70.0,08B,1156316.0,1848057.0,2019,01/07/2020 03:52:21 PM,41.738846329,-87.70287465700001,"(41.738846329, -87.702874657)"
